Fuente;País;Reporte UNCTAD;ID reporte;Título reporte;Categoría;Ruta temática;Palabras clave;Última actualización reporte;Número de archivos bulk;Archivos procesados;Archivos omitidos por tamaño;Tamaño bulk total bytes;Número de registros;Primer periodo;Último periodo;Estado descarga;Error descarga;Archivo valores CSV.GZ;Archivo catálogo JSON;Archivo catálogo Excel;URL fuente
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.ShipScrapping;2440;Ship recycling: Merchant fleet recycled - Annual (analytical);Maritime transport;Maritime and other transport > Ship building and recycling;Merchant fleet, ship, scrapping, demolition;2026-06-18T13:48:00;1;1;0;8908;10;2021;2025;Con valores para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.Gender_TradableIndustries;1312;Employment and average monthly earnings in tradable and non-tradable industries (analytical);Gender;Population and inclusiveness > Gender and trade;Trade, gender, employment, earnings, wages, inequality, female, male;2024-10-10T12:39:00;1;1;0;176441;80;2005;2017;Con valores para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.PopDependency;2331;Population: Dependency ratios - Annual;Population and inclusiveness;Population and inclusiveness > Population;dependency, total, child, youth, old-age, elderly;2026-05-21T18:32:00;1;1;0;494161;303;1950;2050;Con valores para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.PopAgeStruct;2330;Population: Structure by gender and age group - Annual;Population and inclusiveness;Population and inclusiveness > Population;population, structure, gender, age;2026-05-21T18:32:00;1;1;0;12550832;6666;1950;2050;Con valores para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.PopTotal;2329;Population: Total - Annual;Population and inclusiveness;Population and inclusiveness > Population;Population, urban, population growth rate;2026-05-21T18:32:00;1;1;0;374021;302;1950;2050;Con valores para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.SDG_PORFVOL;2264;Indicator 9.1.2: Container port traffic, maritime transport (twenty-foot equivalent units – TEUs) [IS_RDP_PORFVOL];SDG;SDG Indicators > Goal 9;ship, maritime, transport, container, port, throughput, TEU, SDG Indicator, SDG Goal 9, Indicator 9.1.2;2026-04-15T15:06:00;1;1;0;15386;12;2010;2021;Con valores para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.SDG_LULFRG;2254;Indicator 9.1.2: Freight loaded and unloaded, maritime transport (metric tons) [IS_RDP_LULFRG];SDG Indicators;SDG Indicators > Goal 9;seaborne, international, maritime, trade, cargo, volume, SDG Indicator, SDG Goal 9, Indicator 9.1.2;2026-04-16T07:41:00;1;1;0;46857;25;2000;2024;Con valores para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.IctGoods;2533;ICT goods: Bilateral trade by category - Annual;Digital economy;Digital economy and technology > Digital economy;Digital Economy, Information Economy, International Trade, ICT goods, Imports, Exports, share, bilateral flows;2025-12-01T13:16:00;1;0;1;115739203;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.IctProductionSector;2238;ICT producing sector: Workforce involved and value added - Annual;Information Economy;Digital economy and technology > Digital economy;ICT producing sector, employment, value added;2026-04-20T14:48:00;1;1;0;6495;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.IctUseEconActivity;2114;ICT use in business: Core indicators by economic activity (ISIC Rev. 3.1) - Annual;Information Economy;Digital economy and technology > Digital economy;ICT indicators, Industrial Classification, economic activity, ISIC;2025-12-08T09:44:00;1;1;0;83239;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.IctUseEconActivity_Isic4;2250;ICT use in business: Core indicators by economic activity (ISIC Rev. 4) - Annual;Information economy;Digital economy and technology > Digital economy;ICT indicators, industrial classification, economic activity, ISIC;2026-04-20T14:52:00;1;1;0;663946;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.IctUseEnterprSize;2266;ICT use in business: Core indicators by enterprise size - Annual;Information Economy;Digital economy and technology > Digital economy;ICT indicators, enterprise size;2026-04-20T14:49:00;1;1;0;222567;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.IctUseLocation;2064;ICT use in business: Core indicators by location type - Annual;Information Economy;Digital economy and technology > Digital economy;ICT indicators, enterprises, location;2025-12-08T09:44:00;1;1;0;8295;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.ECommerceTotal;2529;E-commerce: Domestic and international sales - Annual (analytical);E-commerce;Digital economy and technology > E-commerce;e-commerce, digital ordering, digital trade, sales, business statistics;2026-05-21T08:57:00;1;1;0;906006;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.ECommerceInternational;2530;E-commerce: International digitally ordered trade, bilateral – Annual (analytical);E-commerce;Digital economy and technology > E-commerce;e-commerce, digital trade, digital ordering, sales, turnover, business statistics;2026-05-21T08:57:00;1;1;0;139183;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.UCPI_A;2274;Commodity prices: UNCTAD Commodity Price Index - Annual;Commodities;Economy, investment and finance > Commodity prices;commodity, price, index;2026-02-10T12:49:00;1;1;0;4615;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.UCPI_M;2570;Commodity prices: UNCTAD Commodity Price Index - Monthly;Commodities prices;Economy, investment and finance > Commodity prices;commodity, price, index;2026-08-17T07:42:00;1;1;0;66860;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.CommodityPrice_A;1663;DISCONTINUED - Commodity prices, 1995-2024, annual;Commodities;Economy, investment and finance > Commodity prices;commodities, price;2025-03-12T13:35:00;1;1;0;9629;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.CommodityPrice_M;1899;DISCONTINUED - Commodity prices, January 1995 - June 2025, monthly;Commodities;Economy, investment and finance > Commodity prices;commodity, price;2025-08-11T14:32:00;1;1;0;84674;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.CommodityPriceIndices_A;1662;DISCONTINUED - UNCTAD Commodity Price Index, 1995-2024, annual (2015=100);Commodities;Economy, investment and finance > Commodity prices;commodities, price, index;2025-03-12T13:35:00;1;1;0;4522;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.CommodityPriceIndices_M;1900;DISCONTINUED - UNCTAD Commodity Price Index, January 1995 - June 2025, monthly (2015=100);Commodities;Economy, investment and finance > Commodity prices;commodity, price, index;2025-08-11T14:32:00;1;1;0;66229;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.GovExpenditures;590;Government expenditures;Public Finance;Economy, investment and finance > Public finance;Government, expenditures, COFOG;2023-07-18T16:51:00;1;1;0;248075;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.BiotradeMerch;2517;Biotrade: Bilateral trade by product - Annual (analytical);Merchandise biotrade;Environment and related trade > Trade in biodiversity-based products;Export, import, balance, value, merchandise, trade, biotrade, biodiversity, growth, rate;2026-07-20T06:30:00;10;0;10;15552119339;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.BioTradeMerchMarketIndices;2124;DISCONTINUED - Biotrade: Market concentration and structural change indices - Annual (analytical);Environment and related trade;Environment and related trade > Trade in biodiversity-based products;Export, import, merchandise, trade, market concentration, structural change, biotrade, biodiversity;2025-11-28T16:02:00;1;1;0;623798;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.NonPlasticSubstsTradeByPartner;1884;Trade in non-plastic substitutes, annual (analytical);Environment and related trade;Environment and related trade > Trade in non-plastic substitutes;Plastics, trade, export, Non-plastic substitutes;2025-08-04T06:56:00;1;0;1;511626169;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.OceanTrade;2426;Ocean goods: Bilateral trade by product group - Annual (analytical);International trade in goods and services;Environment and related trade > Trade in ocean goods and services;Oceans, international, trade, growth, sectors, maritime, sea;2026-06-08T11:51:00;1;0;1;572108660;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.AssociatedPlasticsTradebyPartner;1895;Associated plastics trade by partner, annual (analytical);Plastics trade;Environment and related trade > Trade in plastic-based products;Associated plastics, trade, partner;2025-08-04T07:52:00;1;0;1;29490920;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.PlasticsTradebyPartner;1894;Plastics trade by partner, annual (analytical);Plastics trade;Environment and related trade > Trade in plastic-based products;Plastics, trade, export;2025-08-04T07:52:00;1;0;1;81455754;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.HiddenPlasticsTradebyPartner;1896;Spotlight on selected plastic trade trends, by partner (analytical);Plastics trade;Environment and related trade > Trade in plastic-based products;Plastics, trade, partner, hs, product;2025-08-04T07:52:00;1;0;1;49942922;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.TradeFoodCatByProc;1676;Trade by food category, detailed by food processing (analytical);International trade;International trade > Food trade by processing level;Food processing, food category, trade;2025-03-20T12:39:00;2;0;2;2582634489;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.TradeFoodProcByCat;1677;Trade by food processing, detailed by food category (analytical);International trade;International trade > Food trade by processing level;Food processing, food category, trade;2025-03-20T12:39:00;2;0;2;2285091980;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.CreativeGoodsValue;2222;Creative goods matrix, annual (analytical);Creative economy;International trade > Trade in creative goods and services;Creative goods, trade, exports, imports;2026-04-02T15:01:00;1;0;1;335041684;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.CreativeGoodsGR;2220;Creative goods matrix, growth rates, annual (analytical);Creative economy;International trade > Trade in creative goods and services;Creative goods, trade, exports, imports, growth rates;2026-04-02T15:01:00;1;0;1;196623315;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.CreativeServ_Group_E;2072;Creative services exports of selected groups of economies (analytical);Creative economy;International trade > Trade in creative goods and services;Creative, services, trade, international, economy;2026-04-02T15:05:00;1;1;0;15132;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.CriticalMinerals_TradeByPart;2502;Critical minerals: Bilateral trade by product group - Annual (analytical);International trade;International trade > Trade in critical minerals;Trade, bilateral trade, exports, imports, merchandise trade, critical minerals, energy transition minerals, minerals, commodities, HS, products;2026-07-14T09:51:00;1;0;1;544826561;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.GSTP_TradeMatrix;2507;GSTP: Merchandise trade matrix - Annual (analytical);International trade;International trade > Trade in merchandise;International trade, structure, partner, economy, product, group, GSTP, Global System of Trade Preferences;2026-07-15T13:43:00;1;0;1;371715547;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.IntraTrade;2480;Merchandise: Intra-trade and extra-trade of country groups by product, annual (analytical);International trade in goods and services;International trade > Trade in merchandise;Intra-trade, extra-trade, value, share, group, region;2026-07-08T10:38:00;1;0;1;64011500;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.ConcentStructIndices;2463;Merchandise: Market concentration and structural change indices - Annual (analytical);International trade;International trade > Trade in merchandise;Indices, imports, exports, concentration, structural, trade;2026-07-09T11:36:00;1;1;0;210324;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.TradeMatrix;2482;Merchandise: Trade matrix - Annual (analytical);International trade in goods and services;International trade > Trade in merchandise;International trade, structure, partner, economy, product, group;2026-07-08T10:38:00;6;0;6;10989114010;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.TradePriceIndices_Q;2487;Merchandise: Trade price index – Quarterly (analytical);International trade in goods and services;International trade > Trade in merchandise;Merchandises, Trade, Indices, Prices;2026-07-10T15:13:00;1;1;0;114018;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.TradeServCatByPartner;2545;Services: Bilateral trade by category - Annual;International trade in goods and services;International trade > Trade in services;services, exports, imports, trade, bilateral, partner, transport, travel, sector, category;2026-07-23T11:34:00;1;0;1;85648480;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.TransportCosts;1107;Trade-and-Transport Dataset, annual, 2016 onward (analytical);International trade;Maritime and other transport > Global transport of merchandise trade;international, trade, transport, cost, merchandise, product, destination, origin;2024-05-22T09:00:00;6;0;6;34008028962;0;;;Solo catalogado por tamaño de bulk;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.PortCallsArrivals;1065;Port call and performance statistics: number of port calls, annual (analytical);Maritime transport;Maritime and other transport > Port calls and performance;ships, port, maritime, transport, port calls, ports, time in port, vessels, services, container;2024-03-28T16:25:00;1;1;0;20304;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.PortCallsArrivals_S;1067;Port call and performance statistics: number of port calls, semi-annual (analytical);Maritime transport;Maritime and other transport > Port calls and performance;ships, port, maritime, transport, port calls, ports, time in port, vessels, services, container;2024-03-28T16:25:00;1;1;0;38910;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.PortCalls;1064;Port call and performance statistics: time spent in ports, vessel age and size, annual (analytical);Maritime transport;Maritime and other transport > Port calls and performance;ships, port, maritime, transport, port calls, ports, time in port, vessels, services, container;2024-03-28T16:47:00;1;1;0;19373;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.PortCalls_S;1066;Port call and performance statistics: time spent in ports, vessel age and size, semi-annual (analytical);Maritime transport;Maritime and other transport > Port calls and performance;ships, port, maritime, transport, port calls, ports, time in port, vessels, services, container;2024-03-28T16:47:00;1;1;0;36462;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.Gender_DomesticValueAdded;1315;Domestic value added content in gross exports by sex and broad sector (analytical);Gender;Population and inclusiveness > Gender and trade;Trade, gender, gap, equality, employment, earnings, wages, domestic value added, export;2024-10-10T12:39:00;1;1;0;97680;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.InclusiveGrowth;1631;Inclusive Growth Index (IGI) (analytical);Inclusive Growth;Population and inclusiveness > Inclusive growth;Inclusive Growth Index, IGI, economic development, living conditions, social inclusion, environmental sustainability, equity;2025-03-10T14:55:00;1;1;0;4221;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
UNCTADstat - UNCTAD;Venezuela (Bolivarian Rep. of);US.IFF_CrimesRelated;2492;Indicator 16.4.1: Crime-related illicit financial flows - Annual;SDG Indicators;SDG Indicators > Goal 16;IFF, crime-related, Drug, smuggling, trafficking, SDG 16.4.1, financial, inwards;2026-06-09T09:17:00;1;1;0;2046;0;;;Sin valores descargados para Venezuela;;assets/data/unctad/csv/ove_unctadstat_venezuela_valores.csv.gz;assets/data/unctad/catalog/unctad-catalog.json;assets/data/unctad/catalog/catalogo_dataset_web_ove_unctadstat.xlsx;https://unctadstat.unctad.org/datacentre/
