STRUCTURE[;],STRUCTURE_ID,ACTION,COUNTRY,INDICATOR,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,FUNCTIONAL_CAT,INT_ACC_ITEM,NA_STO,GFS_STO,COICOP_1999,TRADE_FLOW,COMMODITY,SOC_CONCEPTS,SECTOR,ACCOUNTING_ENTRY,INDEX_TYPE,PRICES,STATISTICAL_MEASURES,EXRATE,TRANSFORMATION,UNIT,REPORTING_PERIOD_TYPE,DERIVATION_TYPE,OVERLAP,COUNTRY_UPDATE_DATE
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1988,-9.244696,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1989,-0.907468,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1990,3.837692,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1991,-2.27618,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1992,-6.367894,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1993,-2.920911,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1994,-11.18744,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1995,-5.864384,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1996,7.939883,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1997,2.577188,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1998,-4.48935,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,1999,0.742751,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2000,4.449624,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2001,-4.593408,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2002,-1.482312,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2003,0.171416,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2004,2.470453,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2005,4.094751,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2006,-1.60465,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2007,-2.815426,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2008,-3.461019,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2009,-8.685966,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2010,-4.739491,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2011,-8.243968,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2012,-9.855845,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2013,-10.351439,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2014,-9.808394,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2015,-8.063337,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2016,-8.462666,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2017,-13.273241,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2018,-30.976126,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2019,-10.932896,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2020,-6.628216,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2021,-5.846655,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2022,-5.28983,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2023,-1.248466,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2024,-3.669351,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXCNL_NGDP,A,2025,-5.841671,0,,3,,,,GNLB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB,A,2018,-1912000,9,,3,,,,GPB,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB,A,2019,-100075000,9,,3,,,,GPB,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB,A,2020,-686561000,9,,3,,,,GPB,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB,A,2021,-8409430000,9,,3,,,,GPB,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB,A,2022,-26581114000,9,,3,,,,GPB,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB,A,2023,-14849407000,9,,3,,,,GPB,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB,A,2024,-149179420000,9,,3,,,,GPB,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB,A,2025,-834225780000,9,,3,,,,GPB,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1988,-5.84517,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1989,4.465832,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1990,8.859465,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1991,1.884926,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1992,-2.379252,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1993,1.697751,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1994,-6.058305,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1995,0.342659,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1996,12.831084,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1997,5.584853,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1998,-0.607904,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,1999,4.583663,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2000,7.529974,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2001,-1.195414,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2002,3.734672,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2003,5.382862,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2004,6.226779,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2005,7.069583,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2006,0.482797,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2007,-1.190504,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2008,-2.0147,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2009,-7.221732,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2010,-3.172705,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2011,-6.078733,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2012,-6.547362,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2013,-7.486741,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2014,-7.487812,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2015,-6.821426,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2016,-8.060621,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2017,-13.234834,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2018,-30.288937,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2019,-9.950834,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2020,-4.899638,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2021,-4.542888,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2022,-4.274898,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2023,-0.490765,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2024,-3.005616,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXONLB_NGDP,A,2025,-5.059044,0,,3,,,,GPB,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2017,5000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2018,11067000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2019,2071646000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2020,47158263000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2021,470632597000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2022,1022371519000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2023,4190557139000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2024,8394664063000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG,A,2025,50911791035000,9,,3,,,,G63G,,,,,S13,,,,,,,XDC,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,1998,30.655178,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,1999,29.563955,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2000,27.700467,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2001,30.728852,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2002,48.176668,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2003,56.028999,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2004,41.783026,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2005,34.91286,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2006,25.658183,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2007,26.364415,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2008,20.31132,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2009,27.57364,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2010,37.706459,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2011,52.476046,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2012,58.444897,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2013,85.399081,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2014,84.896743,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2015,129.761993,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2016,138.404386,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2017,133.610898,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2018,175.313704,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2019,205.990979,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2020,336.544897,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2021,254.24213,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2022,164.42251,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2023,138.495772,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2024,169.132837,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGXWDG_NGDP,A,2025,308.747344,0,,3,,,,G63G,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1988,33.209745,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1989,32.526089,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1990,31.932823,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1991,33.891801,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1992,30.647228,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1993,27.666994,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1994,42.217088,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1995,32.869497,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1996,27.729988,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1997,30.98882,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1998,28.790108,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,1999,26.104642,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2000,28.293031,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2001,31.898719,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2002,30.989838,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2003,32.175428,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2004,31.914448,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2005,33.530263,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2006,39.266632,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2007,35.949426,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2008,34.879414,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2009,33.269498,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2010,31.098679,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2011,39.36064,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2012,38.007058,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2013,36.450717,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2014,31.606589,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2015,22.948336,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2016,19.685905,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2017,21.766411,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2018,37.860539,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
dataflow,IMF.RES:WEO(9.0.0),R,VEN,GGX_NGDP,A,2019,21.021934,0,,3,,,,G2M,,,,,S13,,,,,,,PT,,,OL,9/16/2025
